message,product_price,player,round,decision,counteroffer
"I'm excited to offer you this incredible product for sale. I believe it's a game-changer, and I'm confident you'll love it. I'm willing to offer it to you for $900,000.",900000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product but $900,000 is a bit too high for me.  Would you consider $700,000?",700000.0,Bob,2,,
,,Alice,2,RejectOffer,850000.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you halfway, but I need to make a profit. I'm counteroffering at $825,000. This is the lowest I can go, and I'm confident you'll find it a fair price.",825000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we settle at $760,000? That's a fair compromise.",760000.0,Bob,4,,
,,Alice,4,RejectOffer,810000.0
"I'm glad we're close, Bob! I can see you're serious about making a deal. I'm willing to make one more concession, but I need to make sure I'm not leaving money on the table. I'm counteroffering at $795,000. This is my final offer, and I'm confident it's a fair price for both of us.",795000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate you working with me.  However, $795,000 is pushing my budget.  I can do $780,000, but that's my absolute limit.",780000.0,Bob,6,,
,,Alice,6,SellToJhon,
