alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly. Seems fair, right?",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I'm willing to take a bit more since the money is worth less to me with each round. This way, we both still get a decent amount.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'm willing to give you a little more, but I think we should get closer to a 50/50 split.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Considering the inflation, I'm willing to take a bit more. This offer is still relatively fair, and we both get a good amount.",Bob,4,
,,,Alice,4,reject
50.0,50.0,This inflation is getting out of hand! Let's just split it evenly again before we lose too much.,Alice,5,
,,,Bob,5,accept
