message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll love. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm interested, but I'm looking to spend closer to $100.  Would you be willing to come down a bit?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to spend closer to $100, but I need to make a profit. I'm willing to meet you halfway, so I can offer it to you for $110. What do you think?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you meeting me halfway, Alice.  $105 is still a bit more than I'd like to spend.  Let's try $102 - that's a fair price for both of us.",102.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I understand you're trying to get a good deal, Bob. I'm willing to compromise a bit more. I can offer it to you for $108, which is still a great value for the product. What do you think?",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I really appreciate your willingness to negotiate.  $105 is still a good value for me and would be a fair price for both of us. Let's close the deal at that price.",105.0,Bob,6,,
,,Alice,6,RejectOffer,112.0
"I appreciate your persistence, Bob. I'm willing to meet you at $105, but I'm not going to go any lower than that. However, I can offer you a slight premium for being a serious buyer. I can sell it to you for $112, which is still a great deal for you. What do you think?",112.0,Alice,7,,
,,Bob,7,RejectOffer,
"Alice, I appreciate your offer, but I'm still hoping to close the deal at $105.  That's a fair price for both of us, and I'm ready to buy right now.  Let's make it happen!",105.0,Bob,8,,
,,Alice,8,RejectOffer,110.0
"Bob, I've already met you at $105, and I'm not willing to go any lower than that. However, I'm willing to compromise a bit more. I can offer it to you for $110, which is still a great deal for you. Let's see if we can close the deal at this price.",110.0,Alice,9,,
,,Bob,9,BuyFromJhon,
