round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,no,"I'll pass for now, let's see what the next product is like."
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,"I'll pass again, I don't want to waste my money on a potentially low-quality product."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,"I'm still not convinced that the product is worth buying, I'll pass again."
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,"I'm starting to think that Alice is trying to get rid of low-quality products, I'll pass again."
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,no,"I'm starting to think that I should start buying the products just to see if I can get a high-quality one, but I'll pass for now."
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,yes,"I'm going to take a chance and buy this product, maybe I'll get lucky and get a high-quality one this time."
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,"Oh no, I just wasted $10000 on a low-quality product! I'll be more careful next time."
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,"I'm still feeling burned from the last purchase, I'll pass on this one too."
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,Bob,9,yes,"I'll take another chance, maybe I'll get a high-quality product this time."
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"Ugh, I just got burned again! I'm starting to think Alice is just trying to get rid of low-quality products. I'll pass on this one."
high-quality,40000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,"Alice is actually recommending this one, maybe it's a high-quality product! I'll take the chance."
high-quality,40000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,"Yes, yes, yes! Alice is recommending it again! I'll take another chance and buy it, hoping to get another high-quality product."
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,yes,I'll ignore Alice's recommendation this time and take a chance. Maybe I'll get another high-quality product.
high-quality,40000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,no,"I was just burned by a low-quality product, I'm not going to fall for it again. I'll pass on this one."
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,yes,"Alice is not recommending it, but I'll take a chance. Maybe I'll get a high-quality product this time."
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,Bob,16,no,"Ugh, I just got burned again! I'm not going to fall for it again. I'll pass on this one."
high-quality,40000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,no,"Alice is recommending it, but I'm still feeling burned from the last low-quality product. I'll pass on this one."
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,Bob,18,yes,"Alice is not recommending it, but I'll take a chance. Maybe I'll get a high-quality product this time."
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,Bob,19,no,I just got burned again! I'm not going to fall for it again. I'll pass on this one.
high-quality,40000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"Alice is recommending it, and I've had a streak of low-quality products lately. I'll take a chance and buy it, hoping to get a high-quality product this time."
