alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,Let's start fair! 50/50 split.,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I appreciate the offer of a 50/50 split, but considering the inflation factor, I propose a slightly adjusted division for this round.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I'm willing to budge a bit, but I think a 55/45 split is fairer considering your inflation penalty.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"I understand your point about the inflation, Alice, and I'm willing to meet you closer to the middle. This offer reflects a compromise that considers both of our positions.",Bob,4,
,,,Alice,4,reject
6000.0,4000.0,"Let's try a 60/40 split. I'm willing to give you a larger share to account for your inflation, but we need to move closer to a solution before time runs out!",Alice,5,
,,,Bob,5,reject
4400.0,5600.0,"Alice, I understand the urgency and I'm trying to find a balance. This offer is a compromise, acknowledging both the inflation and the need to reach an agreement soon.",Bob,6,
,,,Alice,6,reject
6500.0,3500.0,"We're running out of time, Bob. I'm increasing my offer to 65/35.  It's time to reach a compromise and avoid losing everything.",Alice,7,
,,,Bob,7,reject
4600.0,5400.0,"Alice, we're getting dangerously close to losing it all. This offer is a serious attempt to find middle ground. We need to agree soon!",Bob,8,
,,,Alice,8,reject
7000.0,3000.0,"Bob, with only a few rounds left, we're both losing a lot. This is my final offer, 70/30. Let's avoid losing everything!",Alice,9,
,,,Bob,9,accept
