message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $1750000.  It's a fantastic opportunity for you, and I believe this price is fair considering its value. Let me know what you think!",1750000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your enthusiasm for the product, but I was thinking more along the lines of $1200000. I believe it's a great product, but I have to consider my budget.",1200000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your budget constraints, but $1200000 is simply too low.  I'm willing to come down to $1600000. This is a fair compromise that gives you a great deal on a valuable product. What do you think?",1600000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to compromise, but I'm still a bit short on budget. I'd like to propose $1400000 as a more reasonable price for the product. I think it's a fair price considering its value and my budget constraints.",1400000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I see you're trying to meet me halfway, but $1400000 is still a bit too low for me. I'm willing to come down a little further to $1550000. This is a very reasonable price considering the product's value. Let's make this deal happen.",1550000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your flexibility, but $1550000 is still a bit too high for me. I'd like to propose $1350000 as a more reasonable price for the product. I'm willing to make a serious commitment to purchase if we can meet at this price.",1350000.0,Bob,6,
,,Alice,6,SellToJhon
