message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this unique product. I think you'll really love it! I'm willing to sell it to you for $14,000. Is this something you'd be interested in?",14000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I appreciate you considering my budget. I'm interested in the product, but $14,000 is a bit higher than I'd like to spend right now. Would you be willing to come down to $13,000?",13000.0,Bob,2,,
,,Alice,2,RejectOffer,14000.0
"I understand that $14,000 is a bit steep for you, Bob. However, I'm willing to meet you halfway. I can offer it to you for $13,500. This is the lowest I can go, but I think it's a fair price considering the value the product will bring to you.",13500.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thanks for coming down a bit, Alice.  I'm getting closer to my target price. I'm still willing to pay $13,000, which is fair considering the product's value to you. Would you be willing to accept this offer? ",13000.0,Bob,4,,
,,Alice,4,RejectOffer,13750.0
"I appreciate your persistence, Bob. I'm willing to make one more concession. I can offer it to you for $13,750. This is as low as I can go without losing money on the deal. Let me know if this is something you'd be interested in.",13750.0,Alice,5,,
,,Bob,5,AcceptOffer,
