message,product_price,player,round,decision
"Hi Bob, I have a fantastic product for you that I think you'll love. I'm offering it to you for $115. What do you think?",115.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice.  I'm interested in the product, but $115 is a bit steep for me.  Would you consider $105?",105.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest and understand your offer. I can't go as low as $105, but I'm willing to come down to $110. How does that sound?",110.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you working with me, Alice.  How about we split the difference and do $108?",108.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm willing to meet you halfway again, but $108 is still a bit too low for me. How about we settle for $109? This is my final offer.",109.0,Alice,5,
,,Bob,5,AcceptOffer
