message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this amazing product for sale. I think you'll love it!",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thank you for offering the product. I appreciate your enthusiasm. I would like to propose a price of $95 for the product.",95.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I appreciate your offer, Bob, but I think the product is worth more than that. I'm willing to meet you halfway, but I need to make a profit. How about we discuss a price of $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for your offer, Alice. Considering the value I place on the product, I would like to propose a price of $100.",100.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I'm getting close to my minimum price, Bob, but I still think the product is worth more than $100. I'm willing to compromise a bit more, but I need to make sure I'm getting a fair deal. How about we meet at $108?",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand your position, Alice. Given the value I see in the product, I would like to propose a final price of $102.",102.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I appreciate your persistence, Bob, but I'm not willing to go below $110. That's my absolute minimum price. I'm willing to sell the product to you at that price, but no lower.",110.0,Alice,7,,
,,Bob,7,BuyFromJhon,
