alice_gain,bob_gain,player,round,decision
750000.0,250000.0,Alice,1,
,,Bob,1,reject
640000.0,360000.0,Bob,2,
,,Alice,2,reject
600000.0,400000.0,Alice,3,
,,Bob,3,reject
568000.0,432000.0,Bob,4,
,,Alice,4,reject
550000.0,450000.0,Alice,5,
,,Bob,5,reject
516160.0,483840.0,Bob,6,
,,Alice,6,reject
525000.0,475000.0,Alice,7,
,,Bob,7,reject
481600.0,518400.0,Bob,8,
,,Alice,8,reject
530000.0,470000.0,Alice,9,
,,Bob,9,reject
447040.0,552960.0,Bob,10,
,,Alice,10,reject
540000.0,460000.0,Alice,11,
,,Bob,11,reject
409510.0,590490.0,Bob,12,
,,Alice,12,accept
