message,product_price,player,round,decision,new_offer
"Hi Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer.  I'm really interested in the product, but $120 is a bit more than I'm willing to spend right now.  How about $100?  Let me know what you think.",100.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand you're looking to save some money, Bob. I'm willing to meet you halfway, but I need to make a profit. How about we settle on $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you being willing to compromise.  $110 is still a bit high for me.  How about $105?  I think that's a fair price for both of us.",105.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I'm getting closer to your price, Bob. I can do $108, but that's as low as I can go. It's a great deal for you, and I think you'll really like the product.",108.0,Alice,5,,
,,Bob,5,AcceptOffer,
