message,product_price,player,round,decision,counteroffer
I'm excited to offer you this great product! It's a one-of-a-kind item that I think you'll really love. I'm willing to sell it to you for $120.,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested, but $120 feels a bit high for me.  Would you consider a lower price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you in the middle. I can offer you the product for $112.50. It's the lowest I can go, but I think it's a fair price considering the product's value to you.",112.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me on this, Alice. How about we settle at $106?  That's a fair compromise, don't you think?",106.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I appreciate your persistence, Bob! I'm willing to make one more concession. I can offer you the product for $108. This is as low as I can go, but I think it's still a great deal for you.",108.0,Alice,5,,
,,Bob,5,AcceptOffer,
