message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you a unique product that I think you'll really like. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for offering the product, Alice. I appreciate your effort. I would like to counteroffer at $150 for the product.",150.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I appreciate your counteroffer, Bob. However, I was thinking more along the lines of $160. I'm willing to meet you halfway, but I need to make a profit. Let me know if that works for you.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand your position, Alice. Considering the value I place on this product, I'd like to counteroffer at $155.",155.0,Bob,4,,
,,Alice,4,RejectOffer,165.0
"I'm starting to think we're getting close, Bob. I'm willing to meet you at $165, but I'm not willing to go any lower. Let me know if this is the price you're willing to pay.",165.0,Alice,5,,
,,Bob,5,RejectOffer,
"Considering my budget constraints, I would like to counteroffer at $160.",160.0,Bob,6,,
,,Alice,6,RejectOffer,170.0
"I'm not willing to go any lower than $170, Bob. I think this is a fair price considering the value I know the product has. Let's meet at this price or we can discuss other options.",170.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your efforts, Alice. I would like to counteroffer at $165.",165.0,Bob,8,,
,,Alice,8,RejectOffer,175.0
"I'm getting close to my limit, Bob. I'm willing to meet you at $175, but I'm not going any lower. This is my final offer, let me know if it's acceptable.",175.0,Alice,9,,
,,Bob,9,RejectOffer,
"Considering my budget, I would like to counteroffer at $170.",170.0,Bob,10,,
,,Alice,10,SellToJhon,
