message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to show you this amazing product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested but $180 is a bit more than I'm willing to spend. How about $140? ",140.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking to save some money, Bob. I can see if I can do a bit better. I'm willing to meet you halfway at $160.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate.  $160 is still a bit higher than my budget.  Let's try $150. That's a fair compromise, don't you think? ",150.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm getting closer to your price, Bob. I can do $155, but I'm not sure I can go any lower than that. It's a great product, and I think it's worth it!",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, we're getting close! I'm still hoping we can find a price that works for both of us. How about $152? It's just a small step closer to my budget.",152.0,Bob,6,,
,,Alice,6,RejectOffer,157.0
"I can see you're really interested in this product, Bob. I'm willing to meet you at $157, but I'm not going to go any lower than that. It's a fair price, considering the quality of the product.",157.0,Alice,7,,
,,Bob,7,RejectOffer,
"Alice, I truly appreciate your willingness to negotiate.  $157 is still a bit out of my range. Let's split the difference at $155. That feels fair to both of us.",155.0,Bob,8,,
,,Alice,8,RejectOffer,159.0
"I think we're really close now, Bob. I'm willing to give you a slight discount, but I need to make sure I'm getting a fair price. I can do $159, but that's as low as I can go.",159.0,Alice,9,,
,,Bob,9,BuyFromJhon,
