alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, Bob. I'm offering you 40%.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think I deserve a bit more, considering the inflation hits you harder.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, my offer is getting worse with time. Let's settle this now - 55 for me, 45 for you.",Alice,3,
,,,Bob,3,reject
43.0,57.0,"Time is on my side, my offer isn't getting any better for you.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, this is getting ridiculous. It's a 50/50 split or nothing. The longer this goes on, the less we both get!",Alice,5,
,,,Bob,5,reject
40.0,60.0,"You're right, the longer this goes on, the less you get. I'm willing to take advantage of that.",Bob,6,
,,,Alice,6,accept
