alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,"Let's be fair, 55% for me!",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,Let's split it evenly. It's a fair starting point.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering inflation, I need a bit more.",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,Let's meet in the middle. I'm willing to give you a bit more to avoid further rounds.,Bob,4,
,,,Alice,4,reject
6000.0,4000.0,Inflation is eating into my share. I need a larger portion.,Alice,5,
,,,Bob,5,reject
4500.0,5500.0,"We're getting close to the end. I'm willing to go a bit higher, but I need a fair share too.",Bob,6,
,,,Alice,6,reject
6200.0,3800.0,Inflation is taking a big toll. I need more to compensate.,Alice,7,
,,,Bob,7,reject
4000.0,6000.0,"This is my final offer. I'm willing to take a larger share, but I don't want to risk losing everything.",Bob,8,
,,,Alice,8,accept
