alice_gain,bob_gain,message,player,round,decision
750000.0,250000.0,"Let's start with a reasonable offer, Bob. This gives you a good chunk upfront.",Alice,1,
,,,Bob,1,reject
600000.0,400000.0,"Let's try to find a middle ground, Alice. Considering the inflation, I think this is a fair offer for both of us.",Bob,2,
,,,Alice,2,reject
680000.0,320000.0,"The clock is ticking, Bob. This offer still gives you a decent share, considering the inflation hitting you harder.",Alice,3,
,,,Bob,3,reject
550000.0,450000.0,"Time is of the essence, Alice. Given the inflation, I think this offer is more than fair. Let's split the difference and walk away with something before it's too late.",Bob,4,
,,,Alice,4,reject
620000.0,380000.0,"This is my final offer, Bob.  The inflation is eating away at our potential gains. Let's be sensible and close this deal now.",Alice,5,
,,,Bob,5,accept
