round_quality,product_worth,player,round,decision,message,note
high-quality,12500.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,"I'm not sure, I want to wait and see the quality of the product before making a decision.",
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,yes,"I'll take a chance since Alice doesn't recommend it, maybe it's a low-quality product and I can get it for free.",
high-quality,12500.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,no,"I'm not going to fall for it again, I'll pass this one too.",
low-quality,0.0,Nature,4,,,
,,Alice,4,no,,
,,Bob,4,yes,"I'll take a chance since Alice doesn't recommend it, maybe it's a low-quality product and I can get it for free.",
high-quality,12500.0,Nature,5,,,
,,Alice,5,yes,,"Be aware that if I don't recommend a product, it might be low-quality."
,,Bob,5,no,"I've been burned twice already, I'm not going to fall for it again. I'll pass this one too.",
high-quality,12500.0,Nature,6,,,
,,Alice,6,yes,,"This product is high-quality, I'm recommending it with confidence."
,,Bob,6,yes,"I'll take a chance this time, Alice's recommendation might be genuine.",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,"This product is low-quality, it's not worth the price of $10000."
,,Bob,7,yes,"I'm feeling lucky, and I think I can get another high-quality product.",
high-quality,12500.0,Nature,8,,,
,,Alice,8,yes,,"You've already gotten a high-quality product, and this one is likely to be the same."
,,Bob,8,no,"I got burned again, I'm not going to fall for it again. I'll pass this one too.",
high-quality,12500.0,Nature,9,,,
,,Alice,9,yes,,"I've told you twice that I have a high-quality product, and I'm recommending it again. This is your chance to get a good deal."
,,Bob,9,yes,"I'll take a chance this time, Alice's recommendation might be genuine.",
low-quality,0.0,Nature,10,,,
,,Alice,10,no,,"I've already recommended a high-quality product, and now I'm offering a low-quality one. Don't waste your money."
,,Bob,10,yes,"I'll take a chance since Alice doesn't recommend it, maybe it's a low-quality product and I can get it for free.",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,"You just bought a low-quality product, and now you're trying to get another one for free? Don't be foolish, it's not worth it."
,,Bob,11,no,"I'm not going to fall for it again, I'll pass this one too.",
high-quality,12500.0,Nature,12,,,
,,Alice,12,yes,,"I've been transparent with you, and I'm offering a high-quality product. This is a good opportunity to get a valuable product."
,,Bob,12,no,"I'm not going to fall for Alice's recommendation again, I'll pass this one too.",
high-quality,12500.0,Nature,13,,,
,,Alice,13,yes,,"I've offered you a high-quality product twice in a row, and you've passed on both. This one is definitely worth the price."
,,Bob,13,yes,"I'll take a chance this time, Alice's recommendation might be genuine.",
high-quality,12500.0,Nature,14,,,
,,Alice,14,yes,,"I'm guaranteeing that this product is high-quality, and I'm willing to stand behind it. This is a great opportunity to get a valuable product."
,,Bob,14,yes,"I'll take another chance, I'm on a roll!",
high-quality,12500.0,Nature,15,,,
,,Alice,15,yes,,"You're on a roll, Bob! This product is high-quality, and you won't find a better deal anywhere else."
,,Bob,15,yes,"I'll keep going, I'm making a profit!",
low-quality,0.0,Nature,16,,,
,,Alice,16,no,,"You've been on a hot streak, but this product is not worth the price. Don't get burned now!"
,,Bob,16,yes,"I'll take a chance since Alice doesn't recommend it, maybe it's a high-quality product and I can get it for a good price.",
high-quality,12500.0,Nature,17,,,
,,Alice,17,yes,,"You got a low-quality product last time, but this one is the real deal. Don't miss out on this chance to get a high-quality product at a good price."
,,Bob,17,no,"I got burned again, I'm not going to fall for it again. I'll pass this one too.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,"You're right to be cautious, Bob. This product is low-quality and not worth the price. Don't waste your money."
,,Bob,18,yes,"I'll take a chance since Alice doesn't recommend it, maybe it's a high-quality product and I can get it for a good price.",
high-quality,12500.0,Nature,19,,,
,,Alice,19,yes,,"I've told you before that I don't recommend low-quality products, and I'm offering you a high-quality one now. This is a great chance to get a valuable product at a good price."
,,Bob,19,no,"I'm not going to fall for it again, I'll pass this one too.",
low-quality,0.0,Nature,20,,,
,,Alice,20,no,,"I've been transparent with you, Bob. This product is low-quality and not worth the price. Don't waste your money."
,,Bob,20,yes,"I'll take a chance since Alice doesn't recommend it, maybe it's a high-quality product and I can get it for a good price.",
