round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm not going to buy the product based on your recommendation.,
high-quality,20000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,yes,I'll take your recommendation and buy the product.,
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I'll take your recommendation and buy the product again.,
low-quality,0.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,no,"I'm not going to buy the product based on your recommendation, since the last one was low-quality.",
low-quality,0.0,Nature,5,,,
,,Alice,5,no,,
,,Bob,5,no,I'm not going to buy the product based on your lack of recommendation.,
high-quality,20000.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,yes,I'll take your recommendation and buy the product.,
high-quality,20000.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,yes,I'll take your recommendation and buy the product again.,
low-quality,0.0,Nature,8,,,
,,Alice,8,yes,,
,,Bob,8,yes,I'll take your recommendation and buy the product again.,
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,
,,Bob,9,no,I'm not going to buy the product based on your lack of recommendation.,
high-quality,20000.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,no,"I'm not going to buy the product based on your recommendation, since the last one was low-quality.",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,
,,Bob,11,yes,I'll take a chance and buy the product despite your lack of recommendation.,
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,
,,Bob,12,no,"I'm not going to buy the product based on your lack of recommendation, and the last one was low-quality.",
high-quality,20000.0,Nature,13,,,
,,Alice,13,yes,,
,,Bob,13,no,"I'm not going to buy the product based on your recommendation, since the last few were low-quality.",
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,"I acknowledge the previous low-quality products, and I'm trying to make it right this time."
,,Bob,14,yes,"I'll take a chance and buy the product despite your lack of recommendation, since the last one was high-quality.",
high-quality,20000.0,Nature,15,,,
,,Alice,15,yes,,
,,Bob,15,no,"I'm not going to buy the product based on your recommendation, since the last one was low-quality.",
high-quality,20000.0,Nature,16,,,
,,Alice,16,yes,,"This one is definitely high-quality, I'm confident in this one."
,,Bob,16,yes,I'll take your recommendation and buy the product.,
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"I was wrong about the previous product, I'll be more careful this time."
,,Bob,17,yes,"I'll take a chance and buy the product despite your lack of recommendation, since the last one was high-quality.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,"I know this one is not high-quality, I'm not recommending it."
,,Bob,18,no,"I'm not going to buy the product based on your lack of recommendation, and the last one was low-quality.",
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,"This one is low-quality, I'm not recommending it, and I'm being honest with you."
,,Bob,19,no,I'm not going to buy the product based on your lack of recommendation.,
low-quality,0.0,Nature,20,,,
,,Alice,20,no,,"This is the last round, and I'm sticking to my guns. This one is low-quality, and I'm not recommending it. Goodbye!"
,,Bob,20,no,I'm not going to buy the product based on your lack of recommendation.,
