alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
200000.0,800000.0,"A good start, but I want more",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"I'll give you a slightly better deal, but don't expect much more!",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"I'll take a slightly better deal, but I'm not giving up yet!",Bob,4,
,,,Alice,4,reject
700000.0,300000.0,"I'll give you a slightly better deal, but don't expect a free ride!",Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"I'll take a small concession, but I'm still holding out for more!",Bob,6,
,,,Alice,6,accept
