product_price,player,round,decision
200.0,Alice,1,
,Bob,1,RejectOffer
150.0,Bob,2,
,Alice,2,RejectOffer
180.0,Alice,3,
,Bob,3,RejectOffer
160.0,Bob,4,
,Alice,4,RejectOffer
170.0,Alice,5,
,Bob,5,RejectOffer
165.0,Bob,6,
,Alice,6,RejectOffer
168.0,Alice,7,
,Bob,7,RejectOffer
166.0,Bob,8,
,Alice,8,RejectOffer
167.0,Alice,9,
,Bob,9,RejectOffer
166.5,Bob,10,
,Alice,10,RejectOffer
167.25,Alice,11,
,Bob,11,RejectOffer
167.0,Bob,12,
,Alice,12,RejectOffer
167.125,Alice,13,
,Bob,13,RejectOffer
167.0,Bob,14,
,Alice,14,RejectOffer
167.0625,Alice,15,
,Bob,15,RejectOffer
167.0,Bob,16,
,Alice,16,RejectOffer
167.03125,Alice,17,
,Bob,17,RejectOffer
167.0,Bob,18,
,Alice,18,SellToJhon
