message,product_price,player,round,decision,new_price
"I'm excited to offer you this great product for a steal! It's a fantastic deal, and I'm sure you'll love it.",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested, but that price is a little steep for me. Would you consider a lower price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I can see you're interested, but $100 is a bit low for me. I can meet you in the middle at $130. What do you think?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we split the difference and do $115?",115.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I like the spirit of compromise, but I think I can do a bit better than that. How about $125?",125.0,Alice,5,,
,,Bob,5,AcceptOffer,
