message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this incredible product! I believe it's a game-changer, and I think you'll love it. I'm willing to start with an offer of $900,000 for the product. Let me know if this is something you'd like to consider.",900000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but that's a bit high for me. I'm interested in the product, but I'd be willing to pay $700,000 for it. Let me know what you think.",700000.0,Bob,2,,
,,Alice,2,RejectOffer,850000.0
"Hi Bob, I appreciate your counteroffer, but I think the product is worth more than $700,000. I'm willing to meet you halfway, but I need to get closer to my target. I'm offering you the product for $825,000. Let me know if this is something you'd like to consider.",825000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you moving towards my budget. How about we split the difference again and settle at $762,500? I think that's a fair price.",762500.0,Bob,4,,
,,Alice,4,RejectOffer,800000.0
"Hi Bob, I appreciate your persistence, but I'm not quite ready to meet you at $762,500. I'm willing to make one more concession, but I need to get closer to my target. I'm offering you the product for $787,500. This is my final offer, and I hope we can come to an agreement.",787500.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I understand your position, and I'm willing to come up slightly. How about we close the deal at $775,000?  That's a significant compromise on my end.",775000.0,Bob,6,,
,,Alice,6,RejectOffer,800000.0
"Hi Bob, I appreciate your willingness to compromise, but I'm still not quite there. I'm willing to make one more concession, but I need to get as close as possible to my target. I'm offering you the product for $795,000. This is my last offer, and I hope we can finally come to an agreement.",795000.0,Alice,7,,
,,Bob,7,BuyFromJhon,
