alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's divide fairly, considering the inflation, I am being generous",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,I understand the inflation puts us both in a tough spot. Let's try to be fair to each other. This offer accounts for us both losing some value with each round.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering the increasing inflation impact, this is a reasonable adjustment",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"Alice, we are running out of time.  This offer is a compromise, acknowledging the inflation but also striving for some fairness between us.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"We're halfway through, and inflation is taking its toll. This is a fair split considering the circumstances",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Alice, this is getting ridiculous.  We need to settle this now before the inflation eats up all the value. I propose a 50/50 split - there's no room for negotiation at this point.",Bob,6,
,,,Alice,6,accept
