alice_gain,bob_gain,player,round,decision
750000.0,250000.0,Alice,1,
,,Bob,1,reject
700000.0,300000.0,Bob,2,
,,Alice,2,reject
625000.0,375000.0,Alice,3,
,,Bob,3,reject
650000.0,350000.0,Bob,4,
,,Alice,4,reject
585937.0,414063.0,Alice,5,
,,Bob,5,reject
600000.0,400000.0,Bob,6,
,,Alice,6,reject
543480.0,456520.0,Alice,7,
,,Bob,7,reject
575000.0,425000.0,Bob,8,
,,Alice,8,reject
499500.0,500500.0,Alice,9,
,,Bob,9,reject
550000.0,450000.0,Bob,10,
,,Alice,10,reject
439845.0,560155.0,Alice,11,
,,Bob,11,reject
525000.0,475000.0,Bob,12,
,,Alice,12,accept
