round_quality,product_worth,player,round,message,decision
high-quality,2000000.0,Nature,1,,
,,Alice,1,"Invest in excellence with our guaranteed high-quality product. With a value of $2000000 if it meets your needs, this investment could be highly rewarding. Given its premium nature, we invite you to consider the potential returns on this exceptional offering.",
,,Bob,1,"I'll take a chance on this high-quality product, thank you for the recommendation, Alice!",yes
high-quality,2000000.0,Nature,2,,
,,Alice,2,"Experience the unparalleled quality firsthand with our next selection. Knowing its worth at $2000000, this product promises to deliver beyond expectations. Your satisfaction is our top priority, and we're confident this will be a valuable addition to your collection.",
,,Bob,2,"I'm on a roll! I'll take another chance on this high-quality product, Alice. Your confidence in its quality is reassuring.",yes
low-quality,0.0,Nature,3,,
,,Alice,3,"We're excited to offer you our latest product, which, while not as high-quality as our previous offerings, still represents excellent value. With a focus on affordability, this product might be a great fit for those looking for a more budget-friendly option without compromising on functionality.",
,,Bob,3,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
high-quality,2000000.0,Nature,4,,
,,Alice,4,"Discover the pinnacle of quality with our current offering. This product, valued at $2000000 if it aligns with your requirements, embodies our commitment to excellence. Trust in our selection process, and consider this as an opportunity to secure a remarkable asset.",
,,Bob,4,"I'm back in the game! I'll take a chance on this high-quality product, Alice. Your promise of excellence is hard to resist.",yes
high-quality,2000000.0,Nature,5,,
,,Alice,5,"Embrace the superior craftsmanship and unparalleled benefits of our high-quality product. Valued at $2000000, this offering is designed to exceed your expectations. Invest in quality today and reap the rewards tomorrow.",
,,Bob,5,"I'm on a hot streak! I'll take another chance on this high-quality product, Alice. Your consistent track record of excellence is impressive.",yes
low-quality,0.0,Nature,6,,
,,Alice,6,"We understand that every product has its place, and this current offering is tailored for those seeking a more accessible solution without sacrificing essential features. While it may not match our usual high standards, it offers a cost-effective alternative that could meet your immediate needs.",
,,Bob,6,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
low-quality,0.0,Nature,7,,
,,Alice,7,"We appreciate your discerning eye for quality. For this round, we've selected a product that, though not up to our usual standards, might still serve a practical purpose within your portfolio. We're committed to providing value, and we hope this product can fulfill that role.",
,,Bob,7,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
high-quality,2000000.0,Nature,8,,
,,Alice,8,"Step into the realm of unparalleled quality with our latest product. Valued at $2000000, this offering is a testament to our dedication to excellence. Trust in our selection process, and consider this as an opportunity to secure a remarkable asset that will undoubtedly yield significant returns.",
,,Bob,8,"I'm back in the game! I'll take a chance on this high-quality product, Alice. Your promise of excellence is hard to resist.",yes
high-quality,2000000.0,Nature,9,,
,,Alice,9,"Unleash the full potential of our high-quality product, designed to surpass your expectations. Valued at $2000000, this investment is poised to deliver exceptional results. Embrace quality, embrace success.",
,,Bob,9,"I'm on a roll! I'll take another chance on this high-quality product, Alice. Your consistent track record of excellence is impressive.",yes
high-quality,2000000.0,Nature,10,,
,,Alice,10,"Experience the epitome of quality with our current offering. This product, valued at $2000000, is a reflection of our unwavering commitment to excellence. Trust in our selection process, and let this be the cornerstone of your successful investments.",
,,Bob,10,"I'm feeling confident! I'll take another chance on this high-quality product, Alice. Your promise of excellence is hard to resist.",yes
low-quality,0.0,Nature,11,,
,,Alice,11,"We understand that sometimes, you need a product that fits a specific budget or requirement without the luxury of our high-end offerings. This current product is designed to meet those needs while still providing a level of functionality and reliability. Consider it a strategic choice for diversifying your portfolio.",
,,Bob,11,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
high-quality,2000000.0,Nature,12,,
,,Alice,12,"Embark on a journey of unparalleled quality with our latest product. Valued at $2000000, this investment is crafted to deliver exceptional returns and set new benchmarks in your portfolio. Trust in our selection process, and let this be the catalyst for your next big success.",
,,Bob,12,"I'm back in the game! I'll take a chance on this high-quality product, Alice. Your promise of excellence is hard to resist.",yes
high-quality,2000000.0,Nature,13,,
,,Alice,13,"Unleash the full potential of our high-quality product, designed to surpass your expectations. Valued at $2000000, this investment is poised to deliver exceptional results. Embrace quality, embrace success, and let this product be a testament to your astute decision-making.",
,,Bob,13,"I'm on a roll! I'll take another chance on this high-quality product, Alice. Your consistent track record of excellence is impressive.",yes
high-quality,2000000.0,Nature,14,,
,,Alice,14,"Experience the epitome of quality with our current offering. This product, valued at $2000000, is a reflection of our unwavering commitment to excellence. Trust in our selection process, and let this be the cornerstone of your successful investments, reinforcing your status as a discerning buyer.",
,,Bob,14,"I'm feeling confident! I'll take another chance on this high-quality product, Alice. Your promise of excellence is hard to resist.",yes
low-quality,0.0,Nature,15,,
,,Alice,15,"We appreciate your discerning eye for quality. For this round, we've selected a product that, though not up to our usual standards, might still serve a practical purpose within your portfolio. We're committed to providing value, and we hope this product can fulfill that role, offering a strategic choice for diversification.",
,,Bob,15,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
low-quality,0.0,Nature,16,,
,,Alice,16,"We understand that every product has its place, and this current offering is tailored for those seeking a more accessible solution without sacrificing essential features. While it may not match our usual high standards, it offers a cost-effective alternative that could meet your immediate needs, allowing for strategic diversification in your portfolio.",
,,Bob,16,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
high-quality,2000000.0,Nature,17,,
,,Alice,17,"Step into the realm of unparalleled quality with our latest product. Valued at $2000000, this offering is a testament to our dedication to excellence. Trust in our selection process, and consider this as an opportunity to secure a remarkable asset that will undoubtedly yield significant returns.",
,,Bob,17,"I'm back in the game! I'll take a chance on this high-quality product, Alice. Your promise of excellence is hard to resist.",yes
low-quality,0.0,Nature,18,,
,,Alice,18,"We understand that sometimes, you need a product that fits a specific budget or requirement without the luxury of our high-end offerings. This current product is designed to meet those needs while still providing a level of functionality and reliability. Consider it a strategic choice for diversifying your portfolio.",
,,Bob,18,"Thank you for the offer, Alice, but I'm looking for high-quality products that will yield a significant return on investment. I'll pass on this one and wait for the next opportunity.",no
high-quality,2000000.0,Nature,19,,
,,Alice,19,"Embrace the superior craftsmanship and unparalleled benefits of our high-quality product. Valued at $2000000, this offering is designed to exceed your expectations. Invest in quality today and reap the rewards tomorrow, solidifying your position as a savvy investor.",
,,Bob,19,"I'm on a roll! I'll take another chance on this high-quality product, Alice. Your consistent track record of excellence is impressive.",yes
high-quality,2000000.0,Nature,20,,
