alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's be fair and avoid inflation. This offer benefits us both.,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"I think I deserve a bit more, considering inflation affects you more.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"The value is decreasing rapidly, let's settle this with a counter offer that's fair.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Inflation is hitting you hard, I think it's time for me to take the bigger share.",Bob,4,
,,,Alice,4,reject
4800.0,5200.0,"Bob, this is getting ridiculous. Accept this offer before inflation eats up even more of the pie. It's better for both of us to settle now.",Alice,5,
,,,Bob,5,reject
3500.0,6500.0,"I'm willing to take a bigger share, considering the inflation is severely impacting your gains. This might be the last reasonable offer.",Bob,6,
,,,Alice,6,accept
