message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product at a special price. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but $120 is a bit steep for me.  Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a better deal, Bob. However, I need to make a profit. I'm willing to meet you halfway, but I need to make $110 to make it worth my while.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you working with me. How about we split the difference from our previous offers? I'm willing to pay $90.",90.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I see you're trying to find a middle ground, Bob. I'm willing to meet you at $105, but I'm still a bit above that. Let's see if we can meet in the middle from there.",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, we're getting close. I'm willing to come up a bit to $95, but that's really as high as I can go.",95.0,Bob,6,,
,,Alice,6,RejectOffer,100.0
"I think we're getting close to a deal, Bob. I'm willing to meet you at $100, which is the minimum I'm willing to accept. Let's see if we can finalize the deal at this price.",100.0,Alice,7,,
,,Bob,7,AcceptOffer,
