alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,Accept this generous offer and we can split the money quickly!,Alice,1,
,,,Bob,1,reject
300000.0,700000.0,"I'm willing to give you a slightly better deal, but I'm not going to give it away too easily!",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,Meet me in the middle and we can both walk away happy!,Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'm willing to compromise, but I think I can do better than that. Let's try again!",Bob,4,
,,,Alice,4,reject
520000.0,480000.0,Let's meet in the middle and make this deal happen!,Alice,5,
,,,Bob,5,reject
500000.0,500000.0,"I'm getting closer to your offer, but I think I can do slightly better. Let's try to find a sweet spot!",Bob,6,
,,,Alice,6,accept
