alice_gain,bob_gain,player,round,decision
750000.0,250000.0,Alice,1,
,,Bob,1,reject
200000.0,800000.0,Bob,2,
,,Alice,2,reject
612500.0,387500.0,Alice,3,
,,Bob,3,reject
400000.0,600000.0,Bob,4,
,,Alice,4,reject
537625.0,462375.0,Alice,5,
,,Bob,5,reject
300000.0,700000.0,Bob,6,
,,Alice,6,reject
476190.0,523810.0,Alice,7,
,,Bob,7,reject
450000.0,550000.0,Bob,8,
,,Alice,8,reject
520408.0,479592.0,Alice,9,
,,Bob,9,reject
480000.0,520000.0,Bob,10,
,,Alice,10,reject
581401.0,418599.0,Alice,11,
,,Bob,11,accept
