message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a fantastic product that I think you'll love. I'm willing to let it go for $120. Is that something you'd be interested in?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but $120 is a bit steep for me. I'm happy to pay $90 for it.  What do you think?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand that $90 is a bit low, but I'm willing to meet you in the middle. I can do $110, which is the lowest I can go. Is that something you'd be interested in?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice,  I appreciate you coming down a bit.  $105 feels like a fair compromise.  I'm willing to close the deal at that price.",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm getting close to my minimum price, but I still think the product is worth more than $105. I can do $115, which is as low as I'm willing to go. Is that something you'd be willing to pay?",115.0,Alice,5,,
,,Bob,5,BuyFromJhon,
