alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob.  Fair is fair.",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I think I deserve a bit more, don't you?",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Let's compromise, Bob. I'll increase my share slightly, but you need to meet me halfway.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"I'll lower my expectations a bit, but I still think I deserve the larger share.",Bob,4,
,,,Alice,4,reject
52.0,48.0,"This is my final offer, Bob. If we don't come to an agreement, we both lose money due to inflation. Let's be reasonable.",Alice,5,
,,,Bob,5,accept
