message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product for sale. I think you'll really love it! Would you like to make an offer for it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thank you for offering me the product. I appreciate the recommendation. I would like to make a counteroffer of $100 for the product.",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I appreciate your interest in the product, Bob. I can see you're trying to negotiate a good deal. I'm willing to meet you halfway, but I need to make a profit. Would you be willing to meet me at $130?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hello Alice, I appreciate your willingness to negotiate. I would like to counteroffer at $110 for the product.",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I'm starting to think we're getting close, Bob! I can see you're serious about making a deal. I'm willing to budge a bit more, but I need to make sure I'm getting a fair price. How about we meet at $125?",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"Hello Alice, I appreciate your efforts to reach a compromise. I would like to counteroffer at $115 for the product.",115.0,Bob,6,,
,,Alice,6,RejectOffer,120.0
"We're really close now, Bob! I can see you're almost there. I'm willing to meet you at my minimum price, which is $120. Would you be willing to meet me there?",120.0,Alice,7,,
,,Bob,7,RejectOffer,
"Hello Alice, I appreciate your flexibility. I would like to counteroffer at $117 for the product.",117.0,Bob,8,,
,,Alice,8,RejectOffer,118.0
"I'm not willing to go any lower than $118, Bob. That's my final offer. Would you like to meet me at $118 or do we need to part ways?",118.0,Alice,9,,
,,Bob,9,RejectOffer,
"Hello Alice, I appreciate your persistence. I would like to counteroffer at $116 for the product.",116.0,Bob,10,,
,,Alice,10,SellToJhon,
