alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob. Seems fair to me!",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I'll give you a slightly less than even split, but it's still a decent offer!",Bob,2,
,,,Alice,2,reject
45.0,55.0,"Let's try to split the difference, Bob. This feels like a reasonable compromise.",Alice,3,
,,,Bob,3,reject
35.0,65.0,"I'm willing to give you a slightly smaller share, but I think this is a fair compromise considering the inflation.",Bob,4,
,,,Alice,4,reject
40.0,60.0,"I'm willing to compromise, Bob, but I need a larger share to make this worth it for me. Let's try to find a middle ground.",Alice,5,
,,,Bob,5,accept
