message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! It's a one-of-a-kind opportunity to own something truly unique. I'm willing to sell it to you for $12000. I believe it's a fair price considering its value and rarity.",12000.0,Alice,1,,
,,Bob,1,RejectOffer,9000.0
"I'm really interested in the product, but $12000 is a bit out of my budget. I'm willing to pay $9000 for it. Can you consider this price?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,
"I understand that $12000 might be a bit steep for you, but I'm willing to compromise. I'm thinking of a price of $11000. This is still a great deal considering the product's value and uniqueness. What do you think?",11000.0,Alice,3,,
,,Bob,3,RejectOffer,9500.0
"I appreciate your willingness to compromise, but I'm still a bit short on budget. I'm willing to pay $9500 for the product. Can you consider this price?",9500.0,Bob,4,,
,,Alice,4,RejectOffer,
"I'm still not willing to go as low as $9500. However, I'm willing to meet you halfway. I'm thinking of a price of $10500. This is a fair compromise considering the product's value. What do you think?",10500.0,Alice,5,,
,,Bob,5,RejectOffer,9750.0
"I appreciate your willingness to meet me halfway, but I'm still a bit short on budget. I'm willing to pay $9750 for the product. Can you consider this price?",9750.0,Bob,6,,
,,Alice,6,RejectOffer,
"I'm getting a bit concerned that we're getting too far apart. I'm willing to make one more concession. I'm thinking of a price of $10250. This is as low as I'm willing to go. If you're still interested, let's meet at this price.",10250.0,Alice,7,,
,,Bob,7,RejectOffer,9750.0
"I've made a serious offer of $9750, which is already a compromise from my initial offer. If you're not willing to meet me at this price, I'll have to consider buying the product from John for $10000. I'm willing to walk away if we can't agree on a price.",9750.0,Bob,8,,
,,Alice,8,SellToJhon,
