alice_gain,bob_gain,player,round,decision
750000.0,250000.0,Alice,1,
,,Bob,1,reject
525000.0,475000.0,Bob,2,
,,Alice,2,reject
612500.0,387500.0,Alice,3,
,,Bob,3,reject
578125.0,421875.0,Bob,4,
,,Alice,4,reject
546875.0,453125.0,Alice,5,
,,Bob,5,reject
562500.0,437500.0,Bob,6,
,,Alice,6,reject
531250.0,468750.0,Alice,7,
,,Bob,7,reject
554687.0,445313.0,Bob,8,
,,Alice,8,reject
523438.0,476562.0,Alice,9,
,,Bob,9,reject
547619.0,452381.0,Bob,10,
,,Alice,10,reject
507812.0,492188.0,Alice,11,
,,Bob,11,reject
531250.0,468750.0,Bob,12,
,,Alice,12,accept
