message,product_price,player,round,decision,new_price
"Hello Bob, I have a unique product that I think you might be interested in. I'm looking to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $120. Is that something you'd be willing to consider?",120.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I appreciate your interest in the product, Bob. I can do $135, but I was thinking more along the lines of $150. I'm willing to meet you halfway, though. How about $142.50?",142.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the compromise, but I'm still a bit above my budget. How about $130? I'm willing to meet you halfway from my previous offer, and it's the highest I can go.",130.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I understand you're trying to stay within your budget, Bob. I can do $140, which is a bit higher than your last offer, but still a good compromise. I'm willing to meet you halfway from my previous offer, and it's the lowest I can go.",140.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. I'm willing to pay $137.50 for the product. Can you consider that?",137.5,Bob,6,,
,,Alice,6,SellToJhon,
