message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $110.",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks Alice, but $110 is a bit steep for me. I'm willing to pay $105 for it. What do you say?",105.0,Bob,2,,
,,Alice,2,RejectOffer,108.0
"I understand you're looking for a good deal, Bob. I can meet you halfway, but I need to make a profit. I'm willing to sell it to you for $108. What do you think?",108.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $108 is still a bit high. How about we split the difference and go with $106?  I'm eager to get this product, but I need to stay within my budget.",106.0,Bob,4,,
,,Alice,4,RejectOffer,109.0
"I can see you're really interested in the product, Bob. I'm willing to make one more concession. I can sell it to you for $109. That's as low as I'm willing to go.",109.0,Alice,5,,
,,Bob,5,AcceptOffer,
