alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start fair. I think this is a good split, what do you think?",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think this is a better split, but still fair. What do you think?",Bob,2,
,,,Alice,2,reject
50.0,50.0,"Let's split it evenly this time. Inflation is hitting us both, so fairness is important now.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"Considering inflation, I think I should get a bit more to compensate for the devaluation of my money. What do you think?",Bob,4,
,,,Alice,4,reject
45.0,55.0,"I'm willing to compromise a bit more, but I need to make sure I get something fair for myself too.  Let's try this split.",Alice,5,
,,,Bob,5,reject
30.0,70.0,"I'm getting a bit worried about the value of my money, so I need to prioritize my gain. This is my best offer so far. What do you think?",Bob,6,
,,,Alice,6,reject
35.0,65.0,"I'm trying to be reasonable here, but I need to ensure I get at least something. This is my final offer.",Alice,7,
,,,Bob,7,accept
