alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split fairly,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"My turn.  I'm feeling generous, but let's be realistic. This is a good deal for you.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Still willing to compromise,Alice,3,
,,,Bob,3,reject
4800.0,5200.0,Let's settle this. This offer is fair and saves us both from further losses.,Bob,4,
,,,Alice,4,reject
5600.0,4400.0,Split the difference?,Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Okay, let's stop wasting time. A 50/50 split is the fairest and quickest way to end this.",Bob,6,
,,,Alice,6,accept
