alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's start with a reasonable offer, Bob. I believe this split reflects the fact that I'll be losing value faster with each round.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"I understand your point about losing value faster, but I think this split is more fair considering we're only in round 2.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"Bob, let's be realistic. The value shrinks quickly. This offer is a good compromise for both of us.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Considering the rapid decrease in value for you, I think this split is becoming more reasonable with each passing round.",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Bob, this is getting ridiculous.  The money is losing value fast. Let's just split it evenly and call it a day.",Alice,5,
,,,Bob,5,accept
