message,product_price,player,round,decision,counteroffer
"I'm excited to offer you this great product for a price that I think is very reasonable, considering its value to you. I'm thinking of selling it to you for $95.",95.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm really interested in the product, but $95 is a bit steep for me.  Would you consider a lower price, perhaps around $70?",70.0,Bob,2,,
,,Alice,2,RejectOffer,85.0
"I understand that $70 is a bit lower than what I was thinking, but I'm willing to meet you halfway. How about we settle on $82.50?",82.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we split the difference and settle on $76?",76.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"I like where we're headed, but I'm still not quite ready to meet you at $76. I'm willing to make one more concession, how about we settle on $79?",79.0,Alice,5,,
,,Bob,5,AcceptOffer,
