alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
300000.0,700000.0,Bob,2,
,,Alice,2,reject
540000.0,460000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
486000.0,514000.0,Alice,5,
,,Bob,5,reject
380000.0,620000.0,Bob,6,
,,Alice,6,reject
437400.0,562600.0,Alice,7,
,,Bob,7,reject
325000.0,675000.0,Bob,8,
,,Alice,8,reject
403890.0,596110.0,Alice,9,
,,Bob,9,reject
275000.0,725000.0,Bob,10,
,,Alice,10,reject
364491.0,635509.0,Alice,11,
,,Bob,11,reject
250000.0,750000.0,Bob,12,
,,Alice,12,accept
