alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's divide fairly, considering the inflation impact",Alice,1,
,,,Bob,1,reject
550000.0,450000.0,"I understand the inflation favors me, but I want to reach a fair agreement. This offer reflects a more balanced approach.",Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"Considering the increasing inflation impact on your side, this is a more reasonable split",Alice,3,
,,,Bob,3,reject
520000.0,480000.0,I'm willing to meet you halfway. This offer reflects the urgency for us to reach an agreement.,Bob,4,
,,,Alice,4,reject
560000.0,440000.0,"Inflation is hitting us both, but I'm still willing to compromise. This is my most generous offer yet",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,Let's stop wasting time and split this evenly. A 50/50 split is the fairest and ensures we both benefit.,Bob,6,
,,,Alice,6,accept
