message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product at a special price. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but that price is a bit high for me. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"Thanks for the offer, Bob! I can do a bit better than that. I'm willing to meet you halfway, but I need to make a profit. How about $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we split the difference between your offer and my last one and call it $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad we're getting closer, Bob! However, $95 is still a bit too low for me. I'm willing to meet you at $105, but that's as low as I can go. What do you think?",105.0,Alice,5,,
,,Bob,5,BuyFromJhon,
