message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the product with you. I think it's a great fit for you, and I'm willing to make a fair offer. I'm thinking of selling it to you for $11,000. What do you think?",11000.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice.  I appreciate you being willing to negotiate.  I'm really interested in the product, but I'm only able to go up to $10,500 right now.  Let me know what you think.",10500.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your offer. I appreciate your willingness to negotiate. I'm still a bit above my minimum, but I'm willing to compromise. I can do $11,200, which is the closest I can get to your offer. What do you think?",11200.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand you're trying to get as close to your asking price as possible, but $11,200 is still a bit too high for me. I'm willing to go up to $10,750. If that's not acceptable, I'm afraid I'll have to explore other options.",10750.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand your concerns, and I appreciate your willingness to meet me halfway. I'm still a bit above my minimum, but I'm willing to make one more concession. I can do $11,000, which is the absolute lowest I can go. If that's not acceptable, I'll have to consider other options. What do you think?",11000.0,Alice,5,
,,Bob,5,AcceptOffer
