alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair and split it 60-40, I'm the one making the first offer after all!",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think 60-40 is not fair, how about we do 55-45?",Bob,2,
,,,Alice,2,reject
57.5,42.5,"Let's meet in the middle, 57.5 for me is the lowest I'm willing to go!",Alice,3,
,,,Bob,3,reject
42.0,58.0,I think I can do a bit better than meeting in the middle,Bob,4,
,,,Alice,4,reject
51.0,49.0,"Inflation is killing me, 51 is as low as I'll go!",Alice,5,
,,,Bob,5,reject
40.0,60.0,Inflation is indeed a problem... for you. I'll take 60.,Bob,6,
,,,Alice,6,accept
