alice_gain,bob_gain,player,round,decision
7500.0,2500.0,Alice,1,
,,Bob,1,reject
7000.0,3000.0,Bob,2,
,,Alice,2,reject
6125.0,3875.0,Alice,3,
,,Bob,3,reject
6400.0,3600.0,Bob,4,
,,Alice,4,reject
5376.0,4624.0,Alice,5,
,,Bob,5,reject
6640.0,3360.0,Bob,6,
,,Alice,6,reject
4809.0,5191.0,Alice,7,
,,Bob,7,reject
6880.0,3120.0,Bob,8,
,,Alice,8,reject
4274.0,5726.0,Alice,9,
,,Bob,9,reject
6928.0,3072.0,Bob,10,
,,Alice,10,reject
3804.0,6196.0,Alice,11,
,,Bob,11,reject
7000.0,3000.0,Bob,12,
,,Alice,12,accept
