alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start fair.  I'll take 60, you take 40.  We can adjust if you think it's not fair.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Let's try a bit more in my favor, considering the inflation",Bob,2,
,,,Alice,2,reject
54.0,46.0,"I'm willing to compromise a bit, but I need to make sure I get a decent share. Let's split it 54/46 this time.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Considering the inflation is hitting you harder, I'll try to take a bit more this round",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Inflation is making this tough. Let's split it evenly this time, 50/50. It's the fairest way to avoid losing too much money.",Alice,5,
,,,Bob,5,accept
