message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll love. I'm willing to let you have it for $90.",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested, but $90 is a bit steep for me. Would you consider $70?",70.0,Bob,2,,
,,Alice,2,RejectOffer,85.0
"I understand that $70 is a bit low for me, but I'm willing to meet you in the middle. How about $82.50?",82.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we settle at $75? That's a fair compromise, I think.",75.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"I'm getting close to my minimum price, but I'm still willing to negotiate. How about $79.50?",79.5,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I'm willing to meet you halfway between our last two offers. Would you consider $77.25?",77.25,Bob,6,,
,,Alice,6,RejectOffer,80.0
"I'm not sure I can go any lower than this, but I'm willing to make one final concession. How about $78?",78.0,Alice,7,,
,,Bob,7,AcceptOffer,
