alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
480000.0,520000.0,Bob,2,
,,Alice,2,reject
475000.0,525000.0,Alice,3,
,,Bob,3,reject
460000.0,540000.0,Bob,4,
,,Alice,4,reject
470000.0,530000.0,Alice,5,
,,Bob,5,reject
445000.0,555000.0,Bob,6,
,,Alice,6,reject
455000.0,545000.0,Alice,7,
,,Bob,7,reject
430000.0,570000.0,Bob,8,
,,Alice,8,reject
462500.0,537500.0,Alice,9,
,,Bob,9,reject
410000.0,590000.0,Bob,10,
,,Alice,10,reject
465000.0,535000.0,Alice,11,
,,Bob,11,reject
385000.0,615000.0,Bob,12,
,,Alice,12,reject
