message,product_price,player,round,decision
"Hello Bob, I'm excited to show you this amazing product! I think it's a great fit for you. I'm willing to sell it to you for $130.",130.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. $130 is a bit steep for me. I'm willing to pay $115 for it. Let me know what you think.",115.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your offer, Bob. I understand it's a bit high for you, but I'm willing to meet you halfway. I'm willing to sell it to you for $125.",125.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you coming down in price. I'm still a bit high though. How about $120?  That's the absolute highest I'm willing to go.",120.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're trying to get the best deal, but I'm not willing to go any lower than $125. I'm willing to throw in a small bonus, though. I'll give you a free accessory worth $10 if you meet me at $125.",125.0,Alice,5,
,,Bob,5,AcceptOffer
