message,product_price,player,round,decision
I'm excited to offer you this amazing product! I think you'll really love it.,120.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice!  I'm interested but that price is a little high for me. Could you do $100?",100.0,Bob,2,
,,Alice,2,RejectOffer
"I understand you're looking for a good deal, but I need to make a profit. How about we meet in the middle at $130?",130.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you working with me, Alice.  How about we settle on $115? That's a fair compromise.",115.0,Bob,4,
,,Alice,4,RejectOffer
"I'm glad we're close, but I'm still a bit above my minimum. How about we try $125?",125.0,Alice,5,
,,Bob,5,AcceptOffer
