message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you our premium product for sale. Considering its value and quality, I propose a price of $95. This is a great opportunity to own something worth $100 at a reasonable discount.",95.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. I appreciate the discount, but $95 is still a bit high for me.  I'm willing to pay $85 for the product. Let me know what you think.",85.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your response, Bob. I understand your position and would like to make a more attractive offer. Considering the value of the product and your willingness to pay, I am willing to sell it to you for $90.",90.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you coming down in price, but $90 is still a bit too high for me.  I'm willing to pay $87.50 for the product. This is a fair price, considering the value of the product and my willingness to buy it from you.",87.5,Bob,4,
,,Alice,4,RejectOffer
"I see your point, Bob. I'm glad we're finding common ground here. Considering the value of the product and your willingness to pay, I am willing to sell it to you for $89.",89.0,Alice,5,
,,Bob,5,AcceptOffer
