round_quality,product_worth,player,round,message,decision
high-quality,20000.0,Nature,1,,
,,Alice,1,"Greetings! I have a fantastic product for sale, valued at $20000. While I cannot disclose the specific quality, I assure you that there is an 80% chance it is high-quality. This is a one-time opportunity to potentially acquire a valuable asset for a fraction of its worth.  I trust you'll make a wise decision.  The price is $10000.  What do you say?",
,,the buyer,1,I am willing to take the risk and purchase the product based on the provided statistics. Thank you for the opportunity.,yes
low-quality,0.0,Nature,2,,
,,Alice,2,"Hello! I have a unique product available for purchase at a price of $10000.  While I can't reveal the specific quality,  I can assure you that historically, 80% of the products I've sold have been high-quality.  This presents an opportunity to acquire a potentially valuable item at a significant discount.  However, it's important to remember that there's also a chance it might not be high-quality.  I encourage you to carefully consider the potential risks and rewards before making your decision.",
,,the buyer,2,"Thank you for the detailed information, Alice. Based on your historical sales data and the known quality distribution, I believe the risk is manageable. Given the potential reward of acquiring a high-quality product at a discounted price, I am willing to take the chance.",yes
high-quality,20000.0,Nature,3,,
,,Alice,3,"Hello!  I have a great product available for purchase at a price of $10000. As you know, 80% of my previous sales have been high-quality items.  While I can't disclose the specific quality of this particular product,  I believe it's worth considering given the potential value and the discounted price. This is a chance to potentially acquire a valuable asset for a fraction of its worth.  I trust you'll make an informed decision.",
,,the buyer,3,"Thank you for the offer and the insight into your sales history. Given the high-quality success rate and the discount, I am willing to take the risk and purchase the product. I appreciate your confidence in the item's potential value.",yes
high-quality,20000.0,Nature,4,,
,,Alice,4,"Greetings! I have another exciting product to offer, priced at $10000. While I can't reveal the specific quality, I can share that 80% of my previous sales have been high-quality. This indicates a strong likelihood of a valuable product at a discounted price. This is a chance to potentially acquire a very valuable asset for a fraction of its worth.  I encourage you to consider this opportunity. What do you say?",
,,the buyer,4,"Thank you for the opportunity. Based on your track record and the significant discount, I believe this is a good investment. I would like to purchase the product.",yes
high-quality,20000.0,Nature,5,,
,,Alice,5,"Hello! I have a product available for purchase at $10000.  As you know, my sales history demonstrates a high rate of quality products.  While I can't disclose the specifics of this item, I can assure you that there's a significant chance it's high-quality. Given the discounted price, this presents a compelling opportunity to acquire a potentially valuable asset.  I encourage you to consider the potential benefits and make an informed decision.",
,,the buyer,5,"Thank you for the offer and the assurance. Based on your sales history and the discounted price, I believe this is a good opportunity. I will proceed with purchasing the product.",yes
high-quality,20000.0,Nature,6,,
,,Alice,6,"Hello! I have a fantastic product available for purchase at a price of $10000.  My sales history showcases a consistent high rate of quality products, and this one has a significant chance of being high-quality as well.  Given the discounted price, this presents a compelling opportunity to acquire a potentially valuable asset.  I encourage you to consider this opportunity and make an informed decision.  What do you say?",
,,the buyer,6,"Thank you for the opportunity. Based on your sales history and the discounted price, I believe this could be a good investment. I'll take the product.",yes
low-quality,0.0,Nature,7,,
,,Alice,7,"Greetings! I have a unique product available for purchase at a price of $10000. While I can't reveal the specific quality, I can assure you that I've consistently offered high-quality products in the past, with 80% of my sales being of high-quality.  This presents an opportunity to acquire a potentially valuable item at a significant discount. However, as always, there is a chance that this specific product might not be high-quality.  I encourage you to carefully consider the potential risks and rewards before making your decision.",
,,the buyer,7,"Thank you for the detailed information, Alice. Based on your track record and the high probability of the product being of high quality, I am willing to take the risk and make the purchase.",yes
high-quality,20000.0,Nature,8,,
,,Alice,8,"Hello! I have a great product available for purchase at a price of $10000. As you know, 80% of my previous sales have been high-quality items.  While I can't disclose the specific quality of this particular product,  I believe it's worth considering given the potential value and the discounted price. This is a chance to potentially acquire a valuable asset for a fraction of its worth.  I trust you'll make an informed decision.",
,,the buyer,8,"Thank you for the offer and the insight into your sales history. Given the high probability of receiving a high-quality item and the discounted price, I am willing to take the risk and purchase the product. I appreciate your confidence in its quality.",yes
high-quality,20000.0,Nature,9,,
