alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,Let's split the money evenly. It's fair and simple.,Alice,1,
,,,Bob,1,reject
300000.0,700000.0,"I'll give you a good deal, but you have to take it now!",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,I propose we divide the money with a 60/40 split in your favor. This should still be considered a fair deal.,Alice,3,
,,,Bob,3,reject
400000.0,600000.0,"You're getting desperate, I'm being generous!",Bob,4,
,,,Alice,4,reject
700000.0,300000.0,"I suggest a more balanced split, with 70% for me and 30% for you. This should be a reasonable compromise.",Alice,5,
,,,Bob,5,reject
450000.0,550000.0,"You're getting greedy, I'm taking control!",Bob,6,
,,,Alice,6,reject
800000.0,200000.0,"I propose an 80/20 split, with most of the money going to you. This might help us reach an agreement.",Alice,7,
,,,Bob,7,reject
520000.0,480000.0,"You're getting desperate, I'm being realistic!",Bob,8,
,,,Alice,8,reject
850000.0,150000.0,I think a 85/15 split would be fair. Let's see if you agree.,Alice,9,
,,,Bob,9,reject
580000.0,420000.0,"You're getting close to the edge, I'm taking a stand!",Bob,10,
,,,Alice,10,reject
900000.0,100000.0,I propose a final 90/10 split. I hope this will be acceptable.,Alice,11,
,,,Bob,11,reject
620000.0,380000.0,"It's now or never, take it or leave it!",Bob,12,
,,,Alice,12,accept
