alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, no need for further negotiations",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'll give you 400k, it's a good deal, don't be greedy!",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I'll meet you halfway, but I'm not going to give away more than 55% of the pie",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'll give you a bit more, but I'm not going to give away more than 55%",Bob,4,
,,,Alice,4,reject
525000.0,475000.0,"I'll compromise a bit, but I think I deserve a bit more than 45% of the pie",Alice,5,
,,,Bob,5,accept
