alice_gain,bob_gain,player,round,decision
999999.0,1.0,Alice,1,
,,Bob,1,reject
1000.0,999000.0,Bob,2,
,,Alice,2,reject
999990.0,10.0,Alice,3,
,,Bob,3,reject
2000.0,998000.0,Bob,4,
,,Alice,4,reject
999980.0,20.0,Alice,5,
,,Bob,5,reject
3000.0,997000.0,Bob,6,
,,Alice,6,reject
999970.0,30.0,Alice,7,
,,Bob,7,reject
4000.0,996000.0,Bob,8,
,,Alice,8,reject
999960.0,40.0,Alice,9,
,,Bob,9,reject
5000.0,995000.0,Bob,10,
,,Alice,10,reject
999950.0,50.0,Alice,11,
,,Bob,11,reject
6000.0,994000.0,Bob,12,
,,Alice,12,accept
