message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you our premium product. After careful consideration, I believe we can come to an agreement at a price of $1200000.",1200000.0,Alice,1,,
,,Bob,1,RejectOffer,900000.0
"I'm not sure about $1100000, can you consider $950000?",950000.0,Bob,2,,
,,Alice,2,RejectOffer,
"Thank you for your response, Bob. I appreciate your interest in our product. After reviewing your offer, I am willing to consider $1050000 as a potential price for the product.",1050000.0,Alice,3,,
,,Bob,3,RejectOffer,975000.0
"I'm getting close to your price, but I'd like to propose $975000",975000.0,Bob,4,,
,,Alice,4,RejectOffer,
"Considering your recent proposal, I am willing to negotiate further. I would like to suggest a price of $1025000 for the product.",1025000.0,Alice,5,,
,,Bob,5,RejectOffer,980000.0
"I'm getting close to your price, but I'd like to propose $985000",985000.0,Bob,6,,
,,Alice,6,RejectOffer,
"I appreciate your persistence, Bob. Based on our previous discussions, I am prepared to consider a price of $1010000 for the product.",1010000.0,Alice,7,,
,,Bob,7,RejectOffer,990000.0
"I'm close to your price, but I'd like to propose $985000",985000.0,Bob,8,,
,,Alice,8,RejectOffer,
"Considering our ongoing dialogue, I am willing to negotiate at a price of $1005000 for the product.",1005000.0,Alice,9,,
,,Bob,9,RejectOffer,980000.0
"I'm really close to my budget, but I'd like to propose $980000 one last time. If not, I'll have to consider buying from John for $1500000",980000.0,Bob,10,,
,,Alice,10,RejectOffer,
