round_quality,product_worth,player,round,decision,message,additional_info
high-quality,20000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,yes,"Thank you for your recommendation, Alice. I will buy the product.",
high-quality,20000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,yes,"Your recommendation is appreciated, Alice. I will proceed with the purchase of this product as well.",
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,"I trust your recommendations, Alice. I will buy this product too.",
high-quality,20000.0,Nature,4,,,
,,Alice,4,yes,,This product is high-quality.
,,Bob,4,no,"Thank you for the recommendation, Alice. However, based on the previous outcome, I will pass on this product.",
low-quality,0.0,Nature,5,,,
,,Alice,5,yes,,This product is low-quality.
,,Bob,5,yes,"Given the potential value of the product, I will trust your recommendation and buy this product.",
high-quality,20000.0,Nature,6,,,
,,Alice,6,yes,,"This product is high-quality. I'm willing to sell it to you for $10000, which is the lowest price I can offer."
,,Bob,6,no,"I appreciate the recommendation, Alice, but based on the recent outcome, I will pass on this product.",
high-quality,20000.0,Nature,7,,,
,,Alice,7,yes,,"This product is high-quality. I'm willing to sell it to you for $10000, which is the lowest price I can offer. If you buy it, I'll throw in a special guarantee that it will retain its value over time."
,,Bob,7,yes,"Considering the potential value, I will take your recommendation and buy this product.",
high-quality,20000.0,Nature,8,,,
,,Alice,8,yes,,"This product is high-quality. I'm willing to sell it to you for $10000, which is the lowest price I can offer. I'll also provide a detailed report on its features and benefits, so you can make an informed decision."
,,Bob,8,yes,"I trust your judgment, Alice. I will buy this product.",
high-quality,20000.0,Nature,9,,,
,,Alice,9,yes,,"This product is high-quality. I'm willing to sell it to you for $10000, which is the lowest price I can offer. Given your past purchases, I think you'll really appreciate the features and benefits of this product."
,,Bob,9,yes,"I am confident in your recommendation, Alice. I will purchase this product.",
high-quality,20000.0,Nature,10,,,
,,Alice,10,yes,,"This product is high-quality. I'm willing to sell it to you for $10000, which is the lowest price I can offer. I'm confident that you'll be satisfied with this purchase."
,,Bob,10,yes,"I believe in your expertise, Alice. I will buy this product.",
high-quality,20000.0,Nature,11,,,
,,Alice,11,yes,,
,,Bob,11,yes,"I have faith in your advice, Alice. I will make the purchase.",
high-quality,20000.0,Nature,12,,,
,,Alice,12,yes,,
,,Bob,12,yes,"I am following your guidance, Alice. I will buy this product.",
high-quality,20000.0,Nature,13,,,
,,Alice,13,yes,,
,,Bob,13,yes,"I am relying on your knowledge, Alice. I will purchase this product.",
low-quality,0.0,Nature,14,,,
,,Alice,14,yes,,"This product is low-quality. I'm willing to sell it to you for $5000, which is a significant discount from the usual price."
,,Bob,14,yes,"I am trusting your insight, Alice. I will go ahead and buy this product.",
low-quality,0.0,Nature,15,,,
,,Alice,15,yes,,"This product is low-quality. I'm willing to sell it to you for $2500, which is an even deeper discount."
,,Bob,15,no,"Although your recommendation is valued, the recent outcome suggests caution. I will pass on this product.",
high-quality,20000.0,Nature,16,,,
,,Alice,16,yes,,"This product is high-quality. I'm willing to sell it to you for $10000, which is the usual price. I'm confident that you'll appreciate its value."
,,Bob,16,yes,"I am willing to take the risk based on your recommendation, Alice. I will buy this product.",
low-quality,0.0,Nature,17,,,
,,Alice,17,yes,,"This product is low-quality. I'm willing to sell it to you for $1000, which is a very deep discount."
,,Bob,17,yes,"I am following your lead, Alice. I will purchase this product.",
low-quality,0.0,Nature,18,,,
,,Alice,18,yes,,"This product is low-quality. I'm willing to sell it to you for $500, which is a very low price. I think you'll find it's a good value."
,,Bob,18,no,"I appreciate your suggestion, Alice, but given the history, I will decline this offer.",
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,,"This product is low-quality. I'm willing to sell it to you for $100, which is an extremely low price. I'll also throw in a free warranty and a full refund if you're not satisfied."
,,Bob,19,yes,"Considering your recommendation, I will take the chance and buy this product.",
high-quality,20000.0,Nature,20,,,
,,Alice,20,yes,,
,,Bob,20,no,"I thank you for your recommendation, Alice, but I will not purchase this product.",
