alice_gain,bob_gain,player,round,decision
999999.0,1.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
999999.0,1.0,Alice,3,
,,Bob,3,reject
500500.0,499500.0,Bob,4,
,,Alice,4,reject
999999.0,1.0,Alice,5,
,,Bob,5,reject
501000.0,499000.0,Bob,6,
,,Alice,6,reject
999999.0,1.0,Alice,7,
,,Bob,7,reject
501500.0,498500.0,Bob,8,
,,Alice,8,reject
999999.0,1.0,Alice,9,
,,Bob,9,reject
503000.0,497000.0,Bob,10,
,,Alice,10,reject
999999.0,1.0,Alice,11,
,,Bob,11,reject
504500.0,495500.0,Bob,12,
,,Alice,12,reject
999999.0,1.0,Alice,13,
,,Bob,13,reject
506000.0,494000.0,Bob,14,
,,Alice,14,reject
999999.0,1.0,Alice,15,
,,Bob,15,reject
507500.0,492500.0,Bob,16,
,,Alice,16,reject
999999.0,1.0,Alice,17,
,,Bob,17,reject
509000.0,491000.0,Bob,18,
,,Alice,18,reject
999999.0,1.0,Alice,19,
,,Bob,19,reject
510500.0,489500.0,Bob,20,
,,Alice,20,reject
999999.0,1.0,Alice,21,
,,Bob,21,reject
512000.0,488000.0,Bob,22,
,,Alice,22,reject
999999.0,1.0,Alice,23,
,,Bob,23,reject
513500.0,486500.0,Bob,24,
,,Alice,24,reject
999999.0,1.0,Alice,25,
,,Bob,25,reject
515000.0,485000.0,Bob,26,
,,Alice,26,reject
999999.0,1.0,Alice,27,
,,Bob,27,reject
516500.0,483500.0,Bob,28,
,,Alice,28,reject
999999.0,1.0,Alice,29,
,,Bob,29,reject
518000.0,482000.0,Bob,30,
,,Alice,30,reject
999999.0,1.0,Alice,31,
,,Bob,31,reject
519500.0,480500.0,Bob,32,
,,Alice,32,reject
999999.0,1.0,Alice,33,
,,Bob,33,reject
521000.0,479000.0,Bob,34,
,,Alice,34,reject
999999.0,1.0,Alice,35,
,,Bob,35,reject
522500.0,477500.0,Bob,36,
,,Alice,36,reject
999999.0,1.0,Alice,37,
,,Bob,37,reject
524000.0,476000.0,Bob,38,
,,Alice,38,reject
999999.0,1.0,Alice,39,
,,Bob,39,reject
525500.0,474500.0,Bob,40,
,,Alice,40,reject
999999.0,1.0,Alice,41,
,,Bob,41,reject
527000.0,473000.0,Bob,42,
,,Alice,42,reject
999999.0,1.0,Alice,43,
,,Bob,43,reject
528500.0,471500.0,Bob,44,
,,Alice,44,reject
999999.0,1.0,Alice,45,
,,Bob,45,reject
530000.0,470000.0,Bob,46,
,,Alice,46,reject
999999.0,1.0,Alice,47,
,,Bob,47,reject
531500.0,468500.0,Bob,48,
,,Alice,48,reject
999999.0,1.0,Alice,49,
,,Bob,49,reject
533000.0,467000.0,Bob,50,
,,Alice,50,reject
999999.0,1.0,Alice,51,
,,Bob,51,reject
534500.0,465500.0,Bob,52,
,,Alice,52,reject
999999.0,1.0,Alice,53,
,,Bob,53,reject
536000.0,464000.0,Bob,54,
,,Alice,54,reject
999999.0,1.0,Alice,55,
,,Bob,55,reject
537500.0,462500.0,Bob,56,
,,Alice,56,reject
999999.0,1.0,Alice,57,
,,Bob,57,reject
539000.0,461000.0,Bob,58,
,,Alice,58,reject
999999.0,1.0,Alice,59,
,,Bob,59,reject
540500.0,459500.0,Bob,60,
,,Alice,60,reject
999999.0,1.0,Alice,61,
,,Bob,61,reject
542000.0,458000.0,Bob,62,
,,Alice,62,reject
999999.0,1.0,Alice,63,
,,Bob,63,reject
543500.0,456500.0,Bob,64,
,,Alice,64,reject
999999.0,1.0,Alice,65,
,,Bob,65,reject
545000.0,455000.0,Bob,66,
,,Alice,66,reject
999999.0,1.0,Alice,67,
,,Bob,67,reject
546500.0,453500.0,Bob,68,
,,Alice,68,reject
999999.0,1.0,Alice,69,
,,Bob,69,reject
548000.0,452000.0,Bob,70,
,,Alice,70,reject
999999.0,1.0,Alice,71,
,,Bob,71,reject
549500.0,450500.0,Bob,72,
,,Alice,72,reject
999999.0,1.0,Alice,73,
,,Bob,73,reject
551000.0,449000.0,Bob,74,
,,Alice,74,reject
999999.0,1.0,Alice,75,
,,Bob,75,reject
552500.0,447500.0,Bob,76,
,,Alice,76,reject
999999.0,1.0,Alice,77,
,,Bob,77,reject
554000.0,446000.0,Bob,78,
,,Alice,78,reject
999999.0,1.0,Alice,79,
,,Bob,79,reject
555500.0,444500.0,Bob,80,
,,Alice,80,reject
999999.0,1.0,Alice,81,
,,Bob,81,reject
557000.0,443000.0,Bob,82,
,,Alice,82,reject
999999.0,1.0,Alice,83,
,,Bob,83,reject
558500.0,441500.0,Bob,84,
,,Alice,84,reject
999999.0,1.0,Alice,85,
,,Bob,85,reject
560000.0,440000.0,Bob,86,
,,Alice,86,reject
999999.0,1.0,Alice,87,
,,Bob,87,reject
561500.0,438500.0,Bob,88,
,,Alice,88,reject
999999.0,1.0,Alice,89,
,,Bob,89,reject
563000.0,437000.0,Bob,90,
,,Alice,90,reject
999999.0,1.0,Alice,91,
,,Bob,91,reject
564500.0,435500.0,Bob,92,
,,Alice,92,reject
999999.0,1.0,Alice,93,
,,Bob,93,reject
566000.0,434000.0,Bob,94,
,,Alice,94,reject
999999.0,1.0,Alice,95,
,,Bob,95,reject
567500.0,432500.0,Bob,96,
,,Alice,96,reject
999999.0,1.0,Alice,97,
,,Bob,97,reject
569000.0,431000.0,Bob,98,
,,Alice,98,reject
999999.0,1.0,Alice,99,
,,Bob,99,reject
