alice_gain,bob_gain,player,round,decision
7000.0,3000.0,Alice,1,
,,Bob,1,reject
5000.0,5000.0,Bob,2,
,,Alice,2,reject
6000.0,4000.0,Alice,3,
,,Bob,3,reject
4000.0,6000.0,Bob,4,
,,Alice,4,reject
5400.0,4600.0,Alice,5,
,,Bob,5,reject
3700.0,6300.0,Bob,6,
,,Alice,6,reject
4860.0,5140.0,Alice,7,
,,Bob,7,reject
3070.0,6930.0,Bob,8,
,,Alice,8,reject
4332.0,5668.0,Alice,9,
,,Bob,9,reject
2439.0,7561.0,Bob,10,
,,Alice,10,reject
3802.0,6198.0,Alice,11,
,,Bob,11,reject
1845.0,8155.0,Bob,12,
,,Alice,12,accept
