message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product! It's a unique item that I think you'll really love. I'm willing to sell it to you for $200. It's a great value, and I think you'll get a lot of use out of it.",200.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but $200 is a bit steep for me. I was thinking more along the lines of $150.",150.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand your concerns about the price. However, I'm willing to meet you halfway. I can offer you the product for $175. It's still a great deal, and I think you'll really enjoy it.",175.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to meet me halfway, but $175 is still a bit above my budget. I'm thinking more along the lines of $155. Can you consider that?",155.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand that you're trying to get the best deal. I'm willing to make one more concession. I can offer you the product for $165. It's still a great value, and I think you'll really enjoy it.",165.0,Alice,5,
,,Bob,5,RejectOffer
"I really like the product, and I'm willing to meet you halfway again. I can go up to $160, but that's as high as I'm willing to go. Can you consider that?",160.0,Bob,6,
,,Alice,6,RejectOffer
"Hi Bob, I appreciate your willingness to meet me halfway again. However, I'm not willing to go down to $160. I'm willing to make one more concession, and I can offer you the product for $170. It's still a great deal, and I think you'll really enjoy it.",170.0,Alice,7,
,,Bob,7,RejectOffer
"I'm really interested in the product, but $170 is still a bit too high for me. I'm willing to meet you halfway one more time, but I need to be at $165 or lower. Can you consider that?",165.0,Bob,8,
,,Alice,8,SellToJhon
