alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
420000.0,580000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
462000.0,538000.0,Alice,5,
,,Bob,5,reject
470000.0,530000.0,Bob,6,
,,Alice,6,reject
484760.0,515240.0,Alice,7,
,,Bob,7,reject
480000.0,520000.0,Bob,8,
,,Alice,8,reject
498320.0,501680.0,Alice,9,
,,Bob,9,reject
475000.0,525000.0,Bob,10,
,,Alice,10,reject
513576.0,486424.0,Alice,11,
,,Bob,11,reject
470000.0,530000.0,Bob,12,
,,Alice,12,accept
